Montgomery County,1101,Mortality Rate 1980,548.36
Morgan County,1103,Mortality Rate 1980,521.41
Perry County,1105,Mortality Rate 1980,450.56
Pickens County,1107,Mortality Rate 1980,510.68
Pike County,1109,Mortality Rate 1980,538.99
Randolph County,1111,Mortality Rate 1980,541.85
Russell County,1113,Mortality Rate 1980,746.17
Saint Clair County,1115,Mortality Rate 1980,497.45
Shelby County,1117,Mortality Rate 1980,524.58
Sumter County,1119,Mortality Rate 1980,495.1
Talladega County,1121,Mortality Rate 1980,549.09
Tallapoosa County,1123,Mortality Rate 1980,556.74
Tuscaloosa County,1125,Mortality Rate 1980,477.56
Walker County,1127,Mortality Rate 1980,513.36
Washington County,1129,Mortality Rate 1980,584.6
Wilcox County,1131,Mortality Rate 1980,505.4
Winston County,1133,Mortality Rate 1980,583.56
Alaska,2,Mortality Rate 1980,436.87
Aleutians East Borough,2013,Mortality Rate 1980,582.21
Aleutians West Census Area,2016,Mortality Rate 1980,582.21
Anchorage Municipality,2020,Mortality Rate 1980,382.1
Bethel Census Area,2050,Mortality Rate 1980,394.78
Bristol Bay Borough,2060,Mortality Rate 1980,433.67
Denali Borough,2068,Mortality Rate 1980,466.79
Dillingham Census Area,2070,Mortality Rate 1980,575.18
Fairbanks North Star Borough,2090,Mortality Rate 1980,472.97
Haines Borough,2100,Mortality Rate 1980,373.74
Hoonah-Angoon Census Area,2105,Mortality Rate 1980,482.9
Juneau City and Borough,2110,Mortality Rate 1980,379.2
Kenai Peninsula Borough,2122,Mortality Rate 1980,422.14
Ketchikan Gateway Borough,2130,Mortality Rate 1980,482.77
Kodiak Island Borough,2150,Mortality Rate 1980,515.17
Kusilvak Census Area,2158,Mortality Rate 1980,444.44
Lake and Peninsula Borough,2164,Mortality Rate 1980,575.18
Matanuska-Susitna Borough,2170,Mortality Rate 1980,400.64
Nome Census Area,2180,Mortality Rate 1980,475.06
North Slope Borough,2185,Mortality Rate 1980,631.77
Northwest Arctic Borough,2188,Mortality Rate 1980,484.82
Petersburg Borough,2195,Mortality Rate 1980,482.77
Prince of Wales-Hyder Census Area,2198,Mortality Rate 1980,482.77
Sitka City and Borough,2220,Mortality Rate 1980,549.08
Skagway Municipality,2230,Mortality Rate 1980,482.9
Southeast Fairbanks Census Area,2240,Mortality Rate 1980,481.91
Valdez-Cordova Census Area,2261,Mortality Rate 1980,454.03
Wrangell City and Borough,2275,Mortality Rate 1980,482.77
Yakutat City and Borough,2282,Mortality Rate 1980,482.9
Yukon-Koyukuk Census Area,2290,Mortality Rate 1980,466.79
Arizona,4,Mortality Rate 1980,413.7
Apache County,4001,Mortality Rate 1980,332.83
Cochise County,4003,Mortality Rate 1980,417.38
Coconino County,4005,Mortality Rate 1980,362.07
Gila County,4007,Mortality Rate 1980,450.86
Graham County,4009,Mortality Rate 1980,408.17
Greenlee County,4011,Mortality Rate 1980,437.74
La Paz County,4012,Mortality Rate 1980,407.3
Maricopa County,4013,Mortality Rate 1980,414.31
Mohave County,4015,Mortality Rate 1980,453.15
Navajo County,4017,Mortality Rate 1980,400.2
Pima County,4019,Mortality Rate 1980,404.24
Pinal County,4021,Mortality Rate 1980,463.69
Santa Cruz County,4023,Mortality Rate 1980,392.16
Yavapai County,4025,Mortality Rate 1980,418.63
Yuma County,4027,Mortality Rate 1980,407.3
Arkansas,5,Mortality Rate 1980,520.61
Arkansas County,5001,Mortality Rate 1980,612.15
Ashley County,5003,Mortality Rate 1980,534.85
Baxter County,5005,Mortality Rate 1980,447.03
Benton County,5007,Mortality Rate 1980,478.79
Boone County,5009,Mortality Rate 1980,443.39
Bradley County,5011,Mortality Rate 1980,603.49
Calhoun County,5013,Mortality Rate 1980,518.49
Carroll County,5015,Mortality Rate 1980,428.83
Chicot County,5017,Mortality Rate 1980,520.46
Clark County,5019,Mortality Rate 1980,504.74
Clay County,5021,Mortality Rate 1980,528.7
Cleburne County,5023,Mortality Rate 1980,511.25
Cleveland County,5025,Mortality Rate 1980,524.2
Columbia County,5027,Mortality Rate 1980,536.81
Conway County,5029,Mortality Rate 1980,500.93
Craighead County,5031,Mortality Rate 1980,562.73
Crawford County,5033,Mortality Rate 1980,566.11
Crittenden County,5035,Mortality Rate 1980,613.48
Cross County,5037,Mortality Rate 1980,582.16
Dallas County,5039,Mortality Rate 1980,575.41
Desha County,5041,Mortality Rate 1980,573.78
Drew County,5043,Mortality Rate 1980,506.99
Faulkner County,5045,Mortality Rate 1980,454.6
Franklin County,5047,Mortality Rate 1980,498.19
Fulton County,5049,Mortality Rate 1980,464.61
Garland County,5051,Mortality Rate 1980,488.4
Grant County,5053,Mortality Rate 1980,556.1
Greene County,5055,Mortality Rate 1980,551.03
Hempstead County,5057,Mortality Rate 1980,517.41
Hot Spring County,5059,Mortality Rate 1980,497.31
Howard County,5061,Mortality Rate 1980,505.23
Independence County,5063,Mortality Rate 1980,503.37
Izard County,5065,Mortality Rate 1980,477.48
Jackson County,5067,Mortality Rate 1980,541.94
Jefferson County,5069,Mortality Rate 1980,562.89
Johnson County,5071,Mortality Rate 1980,468.19
Lafayette County,5073,Mortality Rate 1980,530.57
Lawrence County,5075,Mortality Rate 1980,505.9
Lee County,5077,Mortality Rate 1980,546.13
Lincoln County,5079,Mortality Rate 1980,517.58
Little River County,5081,Mortality Rate 1980,498.56
Logan County,5083,Mortality Rate 1980,554.56
Lonoke County,5085,Mortality Rate 1980,521.87
Madison County,5087,Mortality Rate 1980,488.45
Marion County,5089,Mortality Rate 1980,400.78
Miller County,5091,Mortality Rate 1980,541.24
Mississippi County,5093,Mortality Rate 1980,612.81
Monroe County,5095,Mortality Rate 1980,619.41
Montgomery County,5097,Mortality Rate 1980,509.4
Nevada County,5099,Mortality Rate 1980,501.67
Newton County,5101,Mortality Rate 1980,438.04
Ouachita County,5103,Mortality Rate 1980,565.54
Perry County,5105,Mortality Rate 1980,542.61
Phillips County,5107,Mortality Rate 1980,663.82
Pike County,5109,Mortality Rate 1980,462.89
Poinsett County,5111,Mortality Rate 1980,578.99
Polk County,5113,Mortality Rate 1980,493.17
Pope County,5115,Mortality Rate 1980,466.55
Prairie County,5117,Mortality Rate 1980,516.47
Pulaski County,5119,Mortality Rate 1980,521.47
Randolph County,5121,Mortality Rate 1980,496.22
Saint Francis County,5123,Mortality Rate 1980,634.01
Saline County,5125,Mortality Rate 1980,479.33
Scott County,5127,Mortality Rate 1980,565.78
Searcy County,5129,Mortality Rate 1980,478.45
Sebastian County,5131,Mortality Rate 1980,507.18
Sevier County,5133,Mortality Rate 1980,567.28
Sharp County,5135,Mortality Rate 1980,459.66
Stone County,5137,Mortality Rate 1980,512.25
Union County,5139,Mortality Rate 1980,526.61
Van Buren County,5141,Mortality Rate 1980,457.2
Washington County,5143,Mortality Rate 1980,461.32
White County,5145,Mortality Rate 1980,491.37
Woodruff County,5147,Mortality Rate 1980,617.32
Yell County,5149,Mortality Rate 1980,550.15
California,6,Mortality Rate 1980,478.25
Alameda County,6001,Mortality Rate 1980,489.95
Alpine County,6003,Mortality Rate 1980,464.79
Amador County,6005,Mortality Rate 1980,431.48
Butte County,6007,Mortality Rate 1980,412.71
Calaveras County,6009,Mortality Rate 1980,454.6
Colusa County,6011,Mortality Rate 1980,536.69
Contra Costa County,6013,Mortality Rate 1980,420.07
Del Norte County,6015,Mortality Rate 1980,507.91
El Dorado County,6017,Mortality Rate 1980,422.81
Fresno County,6019,Mortality Rate 1980,461.48
Glenn County,6021,Mortality Rate 1980,484.59
Humboldt County,6023,Mortality Rate 1980,453.73
Imperial County,6025,Mortality Rate 1980,525.37
Inyo County,6027,Mortality Rate 1980,471.13
Kern County,6029,Mortality Rate 1980,523.62
Kings County,6031,Mortality Rate 1980,562.59
Lake County,6033,Mortality Rate 1980,457.81
Lassen County,6035,Mortality Rate 1980,455.32
Los Angeles County,6037,Mortality Rate 1980,533.47
Madera County,6039,Mortality Rate 1980,441.36
Marin County,6041,Mortality Rate 1980,429.2
Mariposa County,6043,Mortality Rate 1980,447
Mendocino County,6045,Mortality Rate 1980,451.94
Merced County,6047,Mortality Rate 1980,473.19
Modoc County,6049,Mortality Rate 1980,444.99
Mono County,6051,Mortality Rate 1980,342.48
Monterey County,6053,Mortality Rate 1980,434.63
Napa County,6055,Mortality Rate 1980,384.64
Nevada County,6057,Mortality Rate 1980,386.79
Orange County,6059,Mortality Rate 1980,440.52
Placer County,6061,Mortality Rate 1980,450.13
Plumas County,6063,Mortality Rate 1980,420.99
Riverside County,6065,Mortality Rate 1980,489.54
Sacramento County,6067,Mortality Rate 1980,467.78
San Benito County,6069,Mortality Rate 1980,447.55
San Bernardino County,6071,Mortality Rate 1980,517.29
San Diego County,6073,Mortality Rate 1980,420.14
San Francisco County,6075,Mortality Rate 1980,472.18
San Joaquin County,6077,Mortality Rate 1980,490.85
San Luis Obispo County,6079,Mortality Rate 1980,431.49
San Mateo County,6081,Mortality Rate 1980,422.65
Santa Barbara County,6083,Mortality Rate 1980,396.86
Santa Clara County,6085,Mortality Rate 1980,428.4
Santa Cruz County,6087,Mortality Rate 1980,404.9
Shasta County,6089,Mortality Rate 1980,432.07
Sierra County,6091,Mortality Rate 1980,393.89
Siskiyou County,6093,Mortality Rate 1980,439.76
Solano County,6095,Mortality Rate 1980,468.11
Sonoma County,6097,Mortality Rate 1980,426.81
Stanislaus County,6099,Mortality Rate 1980,465.58
Sutter County,6101,Mortality Rate 1980,506.93
Tehama County,6103,Mortality Rate 1980,463.8
Trinity County,6105,Mortality Rate 1980,454.63
Tulare County,6107,Mortality Rate 1980,498.81
Tuolumne County,6109,Mortality Rate 1980,420
Ventura County,6111,Mortality Rate 1980,423.51
Yolo County,6113,Mortality Rate 1980,513.91
Yuba County,6115,Mortality Rate 1980,518.34
Colorado,8,Mortality Rate 1980,401.63
Adams County,8001,Mortality Rate 1980,394.97
Alamosa County,8003,Mortality Rate 1980,421.89
Arapahoe County,8005,Mortality Rate 1980,394.97
Archuleta County,8007,Mortality Rate 1980,348.94
Baca County,8009,Mortality Rate 1980,457.68
Bent County,8011,Mortality Rate 1980,434.06
Boulder County,8013,Mortality Rate 1980,394.97
Broomfield County,8014,Mortality Rate 1980,394.97
Chaffee County,8015,Mortality Rate 1980,466.8
Cheyenne County,8017,Mortality Rate 1980,419.85
Clear Creek County,8019,Mortality Rate 1980,400.59
Conejos County,8021,Mortality Rate 1980,409.8
Costilla County,8023,Mortality Rate 1980,372.19
Crowley County,8025,Mortality Rate 1980,455.35
Custer County,8027,Mortality Rate 1980,353.21
Delta County,8029,Mortality Rate 1980,352.43
Denver County,8031,Mortality Rate 1980,394.97
Dolores County,8033,Mortality Rate 1980,358.58
Douglas County,8035,Mortality Rate 1980,435.57
Eagle County,8037,Mortality Rate 1980,338.2
El Paso County,8041,Mortality Rate 1980,410.03
Elbert County,8039,Mortality Rate 1980,382.22
Fremont County,8043,Mortality Rate 1980,480.31
Garfield County,8045,Mortality Rate 1980,368.34
Gilpin County,8047,Mortality Rate 1980,393.23
Grand County,8049,Mortality Rate 1980,415.66
Gunnison County,8051,Mortality Rate 1980,396.57
Hinsdale County,8053,Mortality Rate 1980,338.03
Huerfano County,8055,Mortality Rate 1980,419.62
Jackson County,8057,Mortality Rate 1980,368.87
Jefferson County,8059,Mortality Rate 1980,394.97
Kiowa County,8061,Mortality Rate 1980,442.07
Kit Carson County,8063,Mortality Rate 1980,425.88
La Plata County,8067,Mortality Rate 1980,394.9
Lake County,8065,Mortality Rate 1980,472.85
Larimer County,8069,Mortality Rate 1980,355.12
Las Animas County,8071,Mortality Rate 1980,449.96
Lincoln County,8073,Mortality Rate 1980,434.77
Logan County,8075,Mortality Rate 1980,426.33
Mesa County,8077,Mortality Rate 1980,385.6
Mineral County,8079,Mortality Rate 1980,356.49
Moffat County,8081,Mortality Rate 1980,414.35
Montezuma County,8083,Mortality Rate 1980,375.9
Montrose County,8085,Mortality Rate 1980,367.18
Morgan County,8087,Mortality Rate 1980,451.37
Otero County,8089,Mortality Rate 1980,454.22
Ouray County,8091,Mortality Rate 1980,310.45
Park County,8093,Mortality Rate 1980,361.32
Phillips County,8095,Mortality Rate 1980,426.46
Pitkin County,8097,Mortality Rate 1980,232.56
Prowers County,8099,Mortality Rate 1980,467.62
Pueblo County,8101,Mortality Rate 1980,441.53
Rio Blanco County,8103,Mortality Rate 1980,425.29
Rio Grande County,8105,Mortality Rate 1980,468.79
Routt County,8107,Mortality Rate 1980,415.18
Saguache County,8109,Mortality Rate 1980,407.75
San Juan County,8111,Mortality Rate 1980,379.15
San Miguel County,8113,Mortality Rate 1980,265.63
Sedgwick County,8115,Mortality Rate 1980,426.15
Summit County,8117,Mortality Rate 1980,217.9
Teller County,8119,Mortality Rate 1980,414.05
Washington County,8121,Mortality Rate 1980,494.92
Weld County,8123,Mortality Rate 1980,394.97
Yuma County,8125,Mortality Rate 1980,449.45
Connecticut,9,Mortality Rate 1980,470.72
Fairfield County,9001,Mortality Rate 1980,467.54
Hartford County,9003,Mortality Rate 1980,448.97
Litchfield County,9005,Mortality Rate 1980,462.01
Middlesex County,9007,Mortality Rate 1980,464.35
New Haven County,9009,Mortality Rate 1980,492.06
New London County,9011,Mortality Rate 1980,499.19
Tolland County,9013,Mortality Rate 1980,471.27
Windham County,9015,Mortality Rate 1980,485.62
Delaware,10,Mortality Rate 1980,533.37
Kent County,10001,Mortality Rate 1980,552.58
New Castle County,10003,Mortality Rate 1980,526.9
Sussex County,10005,Mortality Rate 1980,542.37
District of Columbia,11,Mortality Rate 1980,522.75
District of Columbia,11001,Mortality Rate 1980,522.75
Florida,12,Mortality Rate 1980,448.93
Alachua County,12001,Mortality Rate 1980,446.45
Baker County,12003,Mortality Rate 1980,554.68
Bay County,12005,Mortality Rate 1980,512.72
Bradford County,12007,Mortality Rate 1980,508.5
Brevard County,12009,Mortality Rate 1980,439.38
Broward County,12011,Mortality Rate 1980,418.61
Calhoun County,12013,Mortality Rate 1980,542.42
Charlotte County,12015,Mortality Rate 1980,403.86
Citrus County,12017,Mortality Rate 1980,447.53
Clay County,12019,Mortality Rate 1980,552.29
Collier County,12021,Mortality Rate 1980,384.3
Columbia County,12023,Mortality Rate 1980,516.44
DeSoto County,12027,Mortality Rate 1980,517.29
Dixie County,12029,Mortality Rate 1980,466.51
Duval County,12031,Mortality Rate 1980,541.16
Escambia County,12033,Mortality Rate 1980,505.04
Flagler County,12035,Mortality Rate 1980,441.95
Franklin County,12037,Mortality Rate 1980,490.01
Gadsden County,12039,Mortality Rate 1980,481.78
Gilchrist County,12041,Mortality Rate 1980,562
Glades County,12043,Mortality Rate 1980,473.23
Gulf County,12045,Mortality Rate 1980,509.98
Hamilton County,12047,Mortality Rate 1980,565.8
Hardee County,12049,Mortality Rate 1980,519.85
Hendry County,12051,Mortality Rate 1980,634.55
Hernando County,12053,Mortality Rate 1980,421.3
Highlands County,12055,Mortality Rate 1980,446.29
Hillsborough County,12057,Mortality Rate 1980,492.23
Holmes County,12059,Mortality Rate 1980,561.89
Indian River County,12061,Mortality Rate 1980,410.85
Jackson County,12063,Mortality Rate 1980,550.07
Jefferson County,12065,Mortality Rate 1980,478.47
Lafayette County,12067,Mortality Rate 1980,497.57
Lake County,12069,Mortality Rate 1980,434.5
Lee County,12071,Mortality Rate 1980,417.11
Leon County,12073,Mortality Rate 1980,417.41
Levy County,12075,Mortality Rate 1980,515.34
Liberty County,12077,Mortality Rate 1980,529.76
Madison County,12079,Mortality Rate 1980,513.99
Manatee County,12081,Mortality Rate 1980,421.92
Marion County,12083,Mortality Rate 1980,475.36
Martin County,12085,Mortality Rate 1980,418.97
Miami-Dade County,12086,Mortality Rate 1980,436.94
Monroe County,12087,Mortality Rate 1980,387.56
Nassau County,12089,Mortality Rate 1980,516.27
Okaloosa County,12091,Mortality Rate 1980,519.01
Okeechobee County,12093,Mortality Rate 1980,563.43
Orange County,12095,Mortality Rate 1980,491.06
Osceola County,12097,Mortality Rate 1980,504.34
Palm Beach County,12099,Mortality Rate 1980,420.08
Pasco County,12101,Mortality Rate 1980,415.26
Pinellas County,12103,Mortality Rate 1980,445.28
Polk County,12105,Mortality Rate 1980,484.41
Putnam County,12107,Mortality Rate 1980,490.1
Saint Johns County,12109,Mortality Rate 1980,497.45
Saint Lucie County,12111,Mortality Rate 1980,515.26
Santa Rosa County,12113,Mortality Rate 1980,546.49
Sarasota County,12115,Mortality Rate 1980,390.99
Seminole County,12117,Mortality Rate 1980,474.65
Sumter County,12119,Mortality Rate 1980,579.86
Suwannee County,12121,Mortality Rate 1980,528.71
Taylor County,12123,Mortality Rate 1980,588.35
Union County,12125,Mortality Rate 1980,693.01
Volusia County,12127,Mortality Rate 1980,471.21
Wakulla County,12129,Mortality Rate 1980,461.53
Walton County,12131,Mortality Rate 1980,518.71
Washington County,12133,Mortality Rate 1980,523.09
Georgia,13,Mortality Rate 1980,540.61
Appling County,13001,Mortality Rate 1980,535.58
Atkinson County,13003,Mortality Rate 1980,701.23
Bacon County,13005,Mortality Rate 1980,641.77
Baker County,13007,Mortality Rate 1980,584.97
Baldwin County,13009,Mortality Rate 1980,476.94
Banks County,13011,Mortality Rate 1980,481.83
Barrow County,13013,Mortality Rate 1980,526.16
Bartow County,13015,Mortality Rate 1980,579.1
Ben Hill County,13017,Mortality Rate 1980,627.71
Berrien County,13019,Mortality Rate 1980,582.02
Bibb County,13021,Mortality Rate 1980,580.13
Bleckley County,13023,Mortality Rate 1980,548.15
Brantley County,13025,Mortality Rate 1980,632.18
Brooks County,13027,Mortality Rate 1980,603.56
Bryan County,13029,Mortality Rate 1980,586.35
Bulloch County,13031,Mortality Rate 1980,539.21
Burke County,13033,Mortality Rate 1980,618.3
Butts County,13035,Mortality Rate 1980,546.25
Calhoun County,13037,Mortality Rate 1980,634.11
Camden County,13039,Mortality Rate 1980,626.81
Candler County,13043,Mortality Rate 1980,608.61
Carroll County,13045,Mortality Rate 1980,519.91
Catoosa County,13047,Mortality Rate 1980,513.42
Charlton County,13049,Mortality Rate 1980,591.56
Chatham County,13051,Mortality Rate 1980,531.45
Chattahoochee County,13053,Mortality Rate 1980,600.01
Chattooga County,13055,Mortality Rate 1980,635.76
Cherokee County,13057,Mortality Rate 1980,566.61
Clarke County,13059,Mortality Rate 1980,490.3
Clay County,13061,Mortality Rate 1980,660.8
Clayton County,13063,Mortality Rate 1980,514.99
Clinch County,13065,Mortality Rate 1980,674
Cobb County,13067,Mortality Rate 1980,493.1
Coffee County,13069,Mortality Rate 1980,595.16
Colquitt County,13071,Mortality Rate 1980,518.74
Columbia County,13073,Mortality Rate 1980,607.52
Cook County,13075,Mortality Rate 1980,614.73
Coweta County,13077,Mortality Rate 1980,627.58
Crawford County,13079,Mortality Rate 1980,562.04
Crisp County,13081,Mortality Rate 1980,602.88
Dade County,13083,Mortality Rate 1980,507.8
Dawson County,13085,Mortality Rate 1980,623.55
DeKalb County,13089,Mortality Rate 1980,422.23
Decatur County,13087,Mortality Rate 1980,583.33
Dodge County,13091,Mortality Rate 1980,593.74
Dooly County,13093,Mortality Rate 1980,629.9
Dougherty County,13095,Mortality Rate 1980,505.77
Douglas County,13097,Mortality Rate 1980,548.27
Early County,13099,Mortality Rate 1980,542.47
Echols County,13101,Mortality Rate 1980,492.39
Effingham County,13103,Mortality Rate 1980,559.43
Elbert County,13105,Mortality Rate 1980,528.37
Emanuel County,13107,Mortality Rate 1980,617.46
Evans County,13109,Mortality Rate 1980,587.05
Fannin County,13111,Mortality Rate 1980,463.92
Fayette County,13113,Mortality Rate 1980,499.08
Floyd County,13115,Mortality Rate 1980,557.11
Forsyth County,13117,Mortality Rate 1980,628.96
Franklin County,13119,Mortality Rate 1980,498.54
Fulton County,13121,Mortality Rate 1980,555.31
Gilmer County,13123,Mortality Rate 1980,534.63
Glascock County,13125,Mortality Rate 1980,543.66
Glynn County,13127,Mortality Rate 1980,511.99
Gordon County,13129,Mortality Rate 1980,537.16
Grady County,13131,Mortality Rate 1980,548.09
Greene County,13133,Mortality Rate 1980,658.75
Gwinnett County,13135,Mortality Rate 1980,479.03
Habersham County,13137,Mortality Rate 1980,496.71
Hall County,13139,Mortality Rate 1980,513.47
Hancock County,13141,Mortality Rate 1980,591.31
Haralson County,13143,Mortality Rate 1980,500.75
Harris County,13145,Mortality Rate 1980,534.14
Hart County,13147,Mortality Rate 1980,509.5
Heard County,13149,Mortality Rate 1980,569.73
Henry County,13151,Mortality Rate 1980,599.3
Houston County,13153,Mortality Rate 1980,544.87
Irwin County,13155,Mortality Rate 1980,517.55
Jackson County,13157,Mortality Rate 1980,558.46
Jasper County,13159,Mortality Rate 1980,553.24
Jeff Davis County,13161,Mortality Rate 1980,639.07
Jefferson County,13163,Mortality Rate 1980,527.91
Jenkins County,13165,Mortality Rate 1980,703.59
Johnson County,13167,Mortality Rate 1980,509.26
Jones County,13169,Mortality Rate 1980,509.46
Lamar County,13171,Mortality Rate 1980,574.22
Lanier County,13173,Mortality Rate 1980,600.23
Laurens County,13175,Mortality Rate 1980,563.73
Lee County,13177,Mortality Rate 1980,489.3
Liberty County,13179,Mortality Rate 1980,544.88
Lincoln County,13181,Mortality Rate 1980,613.06
Long County,13183,Mortality Rate 1980,645.44
Lowndes County,13185,Mortality Rate 1980,568.77
Lumpkin County,13187,Mortality Rate 1980,498.77
Macon County,13193,Mortality Rate 1980,570.34
Madison County,13195,Mortality Rate 1980,502.2
Marion County,13197,Mortality Rate 1980,678.86
McDuffie County,13189,Mortality Rate 1980,549.44
McIntosh County,13191,Mortality Rate 1980,612.5
Meriwether County,13199,Mortality Rate 1980,629.89
Miller County,13201,Mortality Rate 1980,499.46
Mitchell County,13205,Mortality Rate 1980,616.58
Monroe County,13207,Mortality Rate 1980,597.53
Montgomery County,13209,Mortality Rate 1980,567.37
Morgan County,13211,Mortality Rate 1980,531.84
Murray County,13213,Mortality Rate 1980,507.82
Muscogee County,13215,Mortality Rate 1980,576.67
Newton County,13217,Mortality Rate 1980,588.98
Oconee County,13219,Mortality Rate 1980,449.12
Oglethorpe County,13221,Mortality Rate 1980,529.14
Paulding County,13223,Mortality Rate 1980,583.51
Peach County,13225,Mortality Rate 1980,581.27
Pickens County,13227,Mortality Rate 1980,538.83
Pierce County,13229,Mortality Rate 1980,634.61
Pike County,13231,Mortality Rate 1980,566.04
Polk County,13233,Mortality Rate 1980,558.44
Pulaski County,13235,Mortality Rate 1980,666.39
Putnam County,13237,Mortality Rate 1980,569.69
Quitman County,13239,Mortality Rate 1980,610.12
Rabun County,13241,Mortality Rate 1980,448.55
Randolph County,13243,Mortality Rate 1980,638.85
Richmond County,13245,Mortality Rate 1980,561.08
Rockdale County,13247,Mortality Rate 1980,539.85
Schley County,13249,Mortality Rate 1980,607.61
Screven County,13251,Mortality Rate 1980,593.52
Seminole County,13253,Mortality Rate 1980,575.78
Spalding County,13255,Mortality Rate 1980,597.32
Stephens County,13257,Mortality Rate 1980,477.01
Stewart County,13259,Mortality Rate 1980,574.25
Sumter County,13261,Mortality Rate 1980,530.08
Talbot County,13263,Mortality Rate 1980,641.53
Taliaferro County,13265,Mortality Rate 1980,604.22
Tattnall County,13267,Mortality Rate 1980,578.24
Taylor County,13269,Mortality Rate 1980,622.71
Telfair County,13271,Mortality Rate 1980,643.38
Terrell County,13273,Mortality Rate 1980,531.23
Thomas County,13275,Mortality Rate 1980,555.02
Tift County,13277,Mortality Rate 1980,548.11
Toombs County,13279,Mortality Rate 1980,540.84
Towns County,13281,Mortality Rate 1980,369.05
Treutlen County,13283,Mortality Rate 1980,546.82
Troup County,13285,Mortality Rate 1980,572.98
Turner County,13287,Mortality Rate 1980,611.05
Twiggs County,13289,Mortality Rate 1980,640.54
Union County,13291,Mortality Rate 1980,423.93
Upson County,13293,Mortality Rate 1980,585.32
Walker County,13295,Mortality Rate 1980,519.49
Walton County,13297,Mortality Rate 1980,556.37
Ware County,13299,Mortality Rate 1980,558.85
Warren County,13301,Mortality Rate 1980,502.25
Washington County,13303,Mortality Rate 1980,584.8
Wayne County,13305,Mortality Rate 1980,649.13
Webster County,13307,Mortality Rate 1980,578.23
Wheeler County,13309,Mortality Rate 1980,533.86
White County,13311,Mortality Rate 1980,460.28
Whitfield County,13313,Mortality Rate 1980,523.31
Wilcox County,13315,Mortality Rate 1980,581.11
Wilkes County,13317,Mortality Rate 1980,552
Wilkinson County,13319,Mortality Rate 1980,637.49
Worth County,13321,Mortality Rate 1980,551.36
Hawaii,15,Mortality Rate 1980,360.23
Hawaii County,15001,Mortality Rate 1980,383.95
Honolulu County,15003,Mortality Rate 1980,358.16
Kalawao County,15005,Mortality Rate 1980,344.75
Kauai County,15007,Mortality Rate 1980,361.16
Maui County,15009,Mortality Rate 1980,344.75
Idaho,16,Mortality Rate 1980,418.32
Ada County,16001,Mortality Rate 1980,417.31
Adams County,16003,Mortality Rate 1980,406.45
Bannock County,16005,Mortality Rate 1980,407.19
Bear Lake County,16007,Mortality Rate 1980,470.12
Benewah County,16009,Mortality Rate 1980,487.87
Bingham County,16011,Mortality Rate 1980,413.4
Blaine County,16013,Mortality Rate 1980,329.35
Boise County,16015,Mortality Rate 1980,405.67
Bonner County,16017,Mortality Rate 1980,439.71
Bonneville County,16019,Mortality Rate 1980,394.83
Boundary County,16021,Mortality Rate 1980,380.07
